battleneturl,race,s,sBase,sMineral,hotkey00,hotkey01,hotkey02,hotkey03,hotkey04,hotkey05,hotkey06,hotkey07,hotkey08,hotkey09,hotkey10,hotkey11,hotkey12,hotkey13,hotkey14,hotkey15,hotkey16,hotkey17,hotkey18,hotkey19,hotkey20,hotkey21,hotkey22,hotkey23,hotkey24,hotkey25,hotkey26,hotkey27,hotkey28,hotkey29,hotkey30,hotkey31,hotkey32,hotkey33,hotkey34,hotkey35,hotkey36,hotkey37,hotkey38,hotkey39,hotkey40,hotkey41,hotkey42,hotkey43,hotkey44,hotkey45,hotkey46,hotkey47,hotkey48,hotkey49,hotkey50,hotkey51,hotkey52,hotkey53,hotkey54,hotkey55,hotkey56,hotkey57,hotkey58,hotkey59,hotkey60,hotkey61,hotkey62,hotkey63,hotkey64,hotkey65,hotkey66,hotkey67,hotkey68,hotkey69,hotkey70,hotkey71,hotkey72,hotkey73,hotkey74,hotkey75,hotkey76,hotkey77,hotkey78,hotkey79,hotkey80,hotkey81,hotkey82,hotkey83,hotkey84,hotkey85,hotkey86,hotkey87,hotkey88,hotkey89,hotkey90,hotkey91,hotkey92,hotkey93,hotkey94,hotkey95,hotkey96,hotkey97,hotkey98,hotkey99,apm
/MinChul/,Protoss,113,6,0,1,0,0,0,0,0,0,0,0,0,19,0,115,0,0,0,0,0,0,0,22,0,62,0,0,0,0,0,0,0,3,0,157,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,1,0,173,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.359982134881643
/MinChul/,Protoss,138,6,0,1,1,0,0,0,0,0,0,0,0,16,0,85,0,0,0,0,0,0,0,22,0,46,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,1,0,159,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.29695885509839
/herO/,Protoss,331,44,0,1,0,49,0,0,0,0,0,0,0,12,0,121,0,0,0,0,0,0,0,6,0,203,0,0,0,0,0,0,0,4,0,494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,11.42686567164179
/Classic/,Protoss,106,0,0,1,0,80,0,0,0,0,0,0,0,4,0,87,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,1,0,199,0,0,0,0,0,0,0,2,1,149,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,0,0,0,0,0,0,6.986674742580255
/Classic/,Protoss,116,0,2,1,0,119,0,0,0,0,0,0,0,6,0,79,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,1,0,296,0,0,0,0,0,0,0,1,2,247,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,146,0,0,0,0,0,0,0,9.45064761054042
/CMStormPolt/,Terran,214,30,0,0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,3,0,357,0,0,0,0,0,0,0,11,0,147,0,0,0,0,0,0,0,3,0,168,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.227326968973747
/CMStormPolt/,Terran,155,31,4,0,0,0,0,0,0,0,0,0,0,6,0,76,0,0,0,0,0,0,0,9,0,42,0,0,0,0,0,0,0,1,0,280,0,0,0,0,0,0,0,14,0,124,0,0,0,0,0,0,0,2,0,125,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.851719517641804
/Classic/,Protoss,143,0,0,1,0,142,0,0,0,0,0,0,0,4,0,57,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,1,0,156,0,0,0,0,0,0,0,2,0,122,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,7.8389261744966445
/CMStormPolt/,Terran,125,38,1,0,0,0,0,0,0,0,0,0,0,6,0,62,0,0,0,0,0,0,0,9,0,70,0,0,0,0,0,0,0,3,0,272,0,0,0,0,0,0,0,13,0,200,0,0,0,0,0,0,0,2,0,86,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.027413587604292
/CMStormPolt/,Terran,157,40,0,0,0,0,0,0,0,0,0,0,0,6,0,45,0,0,0,0,0,0,0,11,0,60,0,0,0,0,0,0,0,3,0,297,0,0,0,0,0,0,0,17,0,161,0,0,0,0,0,0,0,1,0,138,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.474374255065555
/JJAKJI/,Terran,181,2,1,0,0,0,0,0,0,0,0,0,0,17,0,102,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,498,0,0,0,0,0,0,0,2,0,131,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,12,0,214,0,0,0,0,0,0,0,10.615590997167983
/yoeFWSan/,Protoss,245,0,11,2,0,2,0,0,0,0,0,0,0,1,0,367,0,0,0,0,0,0,0,16,0,100,0,0,0,0,0,0,0,19,0,72,0,0,0,0,0,0,0,4,0,152,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8.931229532598987
/JJAKJI/,Terran,288,0,7,2,0,7,0,0,0,0,0,0,0,1,0,474,0,0,0,0,0,0,0,17,0,86,0,0,0,0,0,0,0,13,0,82,0,0,0,0,0,0,0,5,0,221,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,11.10512129380054
/yoeFWSan/,Protoss,221,4,0,0,0,0,0,0,0,0,0,0,0,11,0,40,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,517,0,0,0,0,0,0,0,2,0,131,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,14,0,154,0,0,0,0,0,0,0,11.1727842435094
/JJAKJI/,Terran,217,0,12,2,0,6,0,0,0,0,0,0,0,1,0,357,0,0,0,0,0,0,0,18,0,129,0,0,0,0,0,0,0,20,0,72,0,0,0,0,0,0,0,5,0,130,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,8.850848466805596
/Life/,Zerg,76,20,1,0,0,0,0,0,0,0,0,0,0,2,0,275,0,0,0,0,0,0,0,3,0,165,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,3,0,92,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.027723952899091
/Zest/,Protoss,342,20,0,1,0,0,0,0,0,0,0,0,0,35,0,288,0,0,0,0,0,0,0,31,0,49,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,498,0,0,0,0,0,0,0,2,0,51,0,0,0,0,0,0,0,3,0,49,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.541313086199196
/Zest/,Protoss,81,10,1,0,0,0,0,0,0,0,0,0,0,2,0,362,0,0,0,0,0,0,0,8,0,244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,128,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58261387317654
/Life/,Zerg,355,14,0,1,0,0,0,0,0,0,0,0,0,29,0,257,0,0,0,0,0,0,0,35,0,118,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,3,0,543,0,0,0,0,0,0,0,3,0,55,0,0,0,0,0,0,0,3,0,70,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.756141134435016
/Zest/,Protoss,58,7,0,0,0,0,0,0,0,0,0,0,0,2,0,295,0,0,0,0,0,0,0,2,0,193,0,0,0,0,0,0,0,3,0,71,0,0,0,0,0,0,0,2,0,64,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.386779812416257
/Life/,Zerg,369,14,0,0,0,0,0,0,0,0,0,0,0,20,0,304,0,0,0,0,0,0,0,29,0,129,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,3,0,612,0,0,0,0,0,0,0,2,0,66,0,0,0,0,0,0,0,2,0,73,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.792317999106743
/Zest/,Protoss,92,10,0,0,0,0,0,0,0,0,0,0,0,2,0,306,0,0,0,0,0,0,0,6,0,220,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,3,0,90,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.695470798569726
/Life/,Zerg,349,9,0,1,0,0,0,0,0,0,0,0,0,27,0,384,0,0,0,0,0,0,0,23,0,116,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,3,0,595,0,0,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.544100119189512
/soO/,Zerg,199,0,16,2,0,0,0,0,0,0,0,0,0,1,0,252,0,0,0,0,0,0,0,21,7,262,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,4,1,401,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.753200357249181
/LiquidTaeJa/,Terran,279,2,0,0,0,0,0,0,0,0,0,0,0,11,9,154,0,0,0,0,0,0,0,3,0,71,0,0,0,0,0,0,0,4,0,114,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,1,0,256,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.227333631085306
/soO/,Zerg,240,0,15,2,0,0,0,0,0,0,0,0,0,1,0,509,0,0,0,0,0,0,0,11,0,126,0,0,0,0,0,0,0,3,0,305,0,0,0,0,0,0,0,4,0,331,0,0,0,0,0,0,0,4,1,35,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,1,2,21,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.559546877328962
/LiquidTaeJa/,Terran,345,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,108,0,0,0,0,0,0,0,5,0,158,0,0,0,0,0,0,0,2,0,53,0,0,0,0,0,0,0,1,0,415,0,0,0,0,0,0,0,1,0,136,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10581222056632
/soO/,Zerg,233,0,14,2,0,0,0,0,0,0,0,0,0,1,0,371,0,0,0,0,0,0,0,8,0,210,0,0,0,0,0,0,0,3,0,150,0,0,0,0,0,0,0,3,0,397,0,0,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.084251265257517
/LiquidTaeJa/,Terran,340,5,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,6,0,217,0,0,0,0,0,0,0,6,0,100,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,1,0,369,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.598290598290598
/soO/,Zerg,269,0,0,2,0,0,0,0,0,0,0,0,0,1,0,316,0,0,0,0,0,0,0,19,0,149,0,0,0,0,0,0,0,3,0,175,0,0,0,0,0,0,0,4,0,317,0,0,0,0,0,0,0,4,1,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.519213583556747
/LiquidTaeJa/,Terran,350,6,0,0,0,0,0,0,0,0,0,0,0,9,8,116,0,0,0,0,0,0,0,7,6,167,0,0,0,0,0,0,0,6,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.311521836339246
/INnoVation/,Terran,324,9,4,0,3,45,0,0,0,0,0,0,0,19,0,150,0,0,0,0,0,0,0,3,0,70,0,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,1,0,291,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.157236450268016
/HyuN/,Zerg,279,1,1,0,0,0,0,0,0,0,0,0,0,12,0,82,0,0,0,0,0,0,0,14,0,35,0,0,0,0,0,0,0,4,0,386,0,0,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,1,0,380,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.208990771062815
/INnoVation/,Terran,302,7,0,0,2,41,0,0,0,0,0,0,0,17,2,117,0,0,0,0,0,0,0,2,0,70,0,0,0,0,0,0,0,4,1,84,0,0,0,0,0,0,0,1,0,232,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20779994045847
/INnoVation/,Terran,288,4,1,0,3,37,0,0,0,0,0,0,0,14,1,148,0,0,0,0,0,0,0,2,0,73,0,0,0,0,0,0,0,3,0,72,0,0,0,0,0,0,0,1,0,281,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.737343656938654
/INnoVation/,Terran,303,3,0,0,3,36,0,0,0,0,0,0,0,14,1,113,0,0,0,0,0,0,0,2,0,86,0,0,0,0,0,0,0,5,0,75,0,0,0,0,0,0,0,1,0,239,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.431080678773444
